cas_number,name_ja,name_en,regulation_type,regulation_class,regulation_label,special_management,special_organic,carcinogen,health_check_required,health_check_type,health_check_interval,health_check_ref,control_concentration,control_concentration_unit,threshold_pct,record_retention_years,work_env_measurement_required
75-27-4,ブロモジクロロメタン,Bromodichloromethane,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
75-63-8,ブロモ（トリフルオロ）メタン,Bromo(trifluoro)methane,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
314-40-9,５－ブロモ－３－セコンダリ－ブチル－６－メチルウラシル (別名：ブロマシル),5-Bromo-3-sec-butyl-6-methyl uracil; Bromacil,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
348635-87-0,３－（３－ブロモ－６－フルオロ－２－メチルインドール－１－イルスルホニル）－Ｎ，Ｎ－ジメチル－１，２，４－トリアゾール－１－スルホンアミド　  (別名：アミスルブロム）,"3-(3-Bromo-6-fluoro-2-methylindol-1-ylsulfonyl)-N,N-dimethyl-1H-1,2,4-triazole-1-sulfonamide; Amisulbrom",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
74-83-9,臭化メチル,Methyl bromide,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
74-97-5,ブロモ（クロロ）メタン,Bromo(chloro)methane,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
115-29-7,６，７，８，９，１０，１０－ヘキサクロロ－１，５，５ａ，６，９，９ａ－ヘキサヒドロ－６，９－メタノ－２，４，３－ベンゾジオキサチエピン＝３－オキシド　  (別名：エンドスルファン）,"6,7,8,9,10,10-Hexachloro-1,5,5a,6,9,9a-hexahydro-6,9-methano-2,4,3-benzodioxathiepine 3-oxide; Endosulfan",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
112-02-7,ヘキサデカン－１－イル（トリメチル）アンモニウム＝クロリド,Hexadecan-1-yl(trimethyl)ammonium chloride,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
124-09-4,ヘキサメチレンジアミン,Hexamethylenediamine,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
822-06-0,"ヘキサメチレン=ジイソシアネート (別名：ヘキサン-1,6-ジイソシアネート)","Hexamethylene diisocyanate (Hexane, 1,6-diisocyanato-)",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
110-54-3,ノルマル‐ヘキサン,n-Hexane,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
135-19-3,ベタナフトール,beta Naphthol,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
1024-57-3,１，４，５，６，７，８，８－ヘプタクロロ－２，３－エポキシ－３ａ，４，７，７ａ－テトラヒドロ－４，７－メタノ－１Ｈ－インデン　 (別名：ヘプタクロルエポキシド),"1,4,5,6,7,8,8-Heptachloro-2,3-epoxy-3a,4,7,7a-tetrahydro-4,7-methano-1H-indene; heptachlor epoxide",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
142-82-5,ノルマル-ヘプタン,n-Heptane,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
1763-23-1,ペルフルオロ（オクタン－１－スルホン酸）,Perfluoro(octane-1-sulfonate),prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
306-98-9,"ペルフルオロ（1,2-ジメチルシクロヘキサン）","Perfluoro(1,2-dimethylcyclohexane)",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
98-07-7,ベンジリジン=トリクロリド,Benzylidyne trichloride,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
100-44-7,塩化ベンジル,Benzyl chloride,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
100-52-7,ベンズアルデヒド,Benzaldehyde,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
103-63-9,（2-ブロモエチル）ベンゼン,(2-Bromoethyl)benzene,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
622-24-2,（2-クロロエチル）ベンゼン,(2-Chloroethyl)benzene,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
71-43-2,ベンゼン,Benzene,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
98-08-8,（トリフルオロメチル）ベンゼン,"alpha,alpha,alpha-trifluorotoluene; benzotrifluoride",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
73250-68-7,2-（2-ベンゾチアゾリルオキシ）-N-メチルアセトアニリド,2-(2-benzothiazolyloxy)-N-methylacetanilide,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
119-61-9,ベンゾフェノン,Benzophenone,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
87-86-5,ペンタクロロフェノール,Pentachlorophenol,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
11097-69-1,ポリ塩化ビフェニル,PCB 1254; polychlorobiphenyl; Chlorodiphenyl (42% chlorine),prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
1336-36-3,ポリ塩化ビフェニル,PCB 1254; polychlorobiphenyl; Chlorodiphenyl (42% chlorine),prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
53469-21-9,ポリ塩化ビフェニル,PCB 1254; polychlorobiphenyl; Chlorodiphenyl (42% chlorine),prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
68131-39-5,ポリ（オキシエチレン）＝アルキルエーテル（アルキル基の炭素数が１２から１５ までのもの及びその混合物に限る。）,Poly(oxyethylene) alkyl ether (limited to those the alkyl group is C=12-15 and mixtures thereof),prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
nocas-0007,ポリ（オキシエチレン）=アルキルエーテル（アルキル基の炭素数が12から15までのもの及びその混合物に限る。）,Poly(oxyethylene) alkyl ether (alkyl C=12-15),prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
9004-82-4,ポリ（オキシエチレン）=ドデシルエーテル硫酸エステルナトリウム,Sodium alpha-dodecan-1-yl-omega-(sulfonatooxy)poly(oxyethylene),prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
50-00-0,ホルムアルデヒド,Formaldehyde,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
108-24-7,無水酢酸,Acetic anhydride,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
85-44-9,無水フタル酸,Phthalic anhydride,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
79-41-4,メタクリル酸,Methacrylic acid,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
80-62-6,メタクリル酸メチル,Methyl methacrylate,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
89269-64-7,"（Z）-2'-メチルアセトフェノン=4,6-ジメチル-2-ピリミジニルヒドラゾン","(Z)-2'-Methylacetophenone 4,6-dimethyl-2-pyrimidinylhydrazone",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
556-61-6,メチル＝イソチオシアネート,Methyl isothiocyanate,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
108-10-1,メチルイソブチルケトン,Methyl isobutyl ketone,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
110-25-8,オレオイルザルコシン,Oleoylsarcosine,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
1563-66-2,Ｎ－メチルカルバミン酸２，３－ジヒドロ－２，２－ジメチル－７－ベンゾ［ｂ］フラニル (別名：カルボフラン),"2,3-Dihydro-2,2-dimethyl-7-benzo[b]furanyl N-methylcarbamate; Carbofuran",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
63-25-2,N-メチルカルバミン酸1-ナフチル【カルバリル】,1-Naphthyl N-methylcarbamate (Carbaryl),prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
3766-81-2,2-s-ブチルフェニルN-メチルカーバメート,2-sec-Butylphenyl N-methylcarbamate,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
131860-33-8,メチル＝（E）-2-｛2-［6-（2-シアノフェノキシ）ピリミジン-4-イルオキシ］フェニル｝-3-メトキシアクリラート（別名アゾキシストロビン）,Methyl (E)-2-{2-[6-(2-cyanophenoxy)pyrimidin-4-yloxy]phenyl}-3-methoxyacrylate; Azoxystrobin,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
144-54-7,Ｎ－メチルジチオカルバミン酸 (別名：メタム),N-methyldithiocarbamic acid; Carbam,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
137-42-8,メチルジチオカルバミド酸ナトリウム（別名メタムソジウム）,metam-sodium (ISO); sodium methyldithiocarbamate,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
98-83-9,アルファ-メチルスチレン,alpha-Methylstyrene,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
111-82-0,メチル＝ドデカノアート（別名：ドデカン酸メチル、ラウリン酸メチル）,Methyl dodecanoate; Methyl dodecanoate; Methyl laurate,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
1321-94-4,メチルナフタレン,Methylnaphthalene,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
90-12-0,1‐メチルナフタレン,1-Methylnaphthalene,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
10605-21-7,メチル＝ベンゾイミダゾール-2-イルカルバメート（別名カルベンダジム）,Methyl benzimidazol-2-ylcarbamate; Carbendazim,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
16752-77-5,S-メチル-N-[（メチルカルバモイル）オキシ]チオアセトイミデート,Methomyl,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
141517-21-7,"メチル＝（E）-メトキシイミノ-｛（E）-アルファ-［1-（アルファ,アルファ,アルファ-トリフルオロ-メタ-トリル）エチリデンアミノオキシ］-オルト-トリル｝アセタート（別名トリフロキシストロビン）","Methyl (E)-methoxyimino- {(E)-alpha-[1-(alpha, alpha, alpha-trifluoro-m-tolyl) ethylideneaminooxy]-o-tolyl}acetate; Trifloxystrobin",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
143390-89-0,メチル＝（E）‐メトキシイミノ［アルファ‐（オルト‐トリルオキシ）‐オルト‐トリル］アセタート（別名クレソキシムメチル）,kresoxim-methyl (ISO); methyl (E)-2-methoxyimino-[2-(o-tolyloxymethyl)phenyl]acetate,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
101-68-8,"メチレンビス(4,1-フェニレン)=ジイソシアネート (別名；4'4-MDI)","Methylenebis(4,1-phenylene) diisocyanate [4'4-MDI]",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
5124-30-1,"メチレンビス(4,1-シクロヘキシレン) =ジイソシアネート　(再分類)","Methylenebis(4,1-cyclohexylene) diisocyanate",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
133408-50-1,(E)-α-メトキシイミノ-N-メチル-2-フェノキシベンゼンアセトアミド (別名：メトミノストロビン),(E)-α-methoxyimino-N-methyl-2-phenoxyphenylacetamide; (E)-Metominostrobin,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
13684-63-4,メチル 3‐（3‐メチルカルバニロイルオキシ）カルバニラート（別名フェンメジファム）,Methyl 3-(3-methylcarbaniloyloxy)carbanilate (synonym: phenmedipham),prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
68515-88-8,硫化（２，４，４－トリメチルペンテン）,"Sulfurized 2,4,4-trimethylpentene",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
77-78-1,硫酸ジメチル,Dimethyl sulfate,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
20859-73-8,リン化アルミニウム,aluminium phosphide,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
62-73-7,"ジメチル-2,2-ジクロロビニルホスフェイト（別名DDVP）","Dimethyl 2,2-dichlorovinyl phosphate; Dichlorvos",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
115-96-8,りん酸トリス(2-クロロエチル),Tris(2-chloroethyl) phosphate,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
126-72-7,"りん酸トリス(2,3-ジブロモプロピル)","Tris (2,3-dibromopropyl) phosphate",prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
13674-84-5,トリス（1-クロロ-2-プロピル）＝ホスファート,Tris(1-chloro-2-propyl) phosphate,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
13674-87-8,トリスジクロロプロピルホスフェート,Tris(dichloropropyl) phosphate,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
25155-23-1,りん酸トリス（ジメチルフェニル）,Tris(dimethylphenyl) phosphate,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
68937-41-7,リン酸トリス(イソプロピルフェニル),Tris(isopropylphenyl) phosphate,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
78-42-2,リン酸トリス(2-エチルヘキシル),Tris(2-ethylhexyl) phosphate,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
1330-78-5,りん酸トリトリル,Tritolyl phosphate,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
115-86-6,りん酸トリフェニル,Triphenyl phosphate,prtr1,0,化管法 第一種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第一,,,,5,False
13516-27-3,"1,1'-[イミノジ（オクタメチレン）]ジグアニジン","1,1'-[Iminodi(octamethylene)]diguanidine; Iminoctadine",prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
1338-23-4,エチルメチルケトンペルオキシド,Ethyl methyl ketone peroxide,prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
91-53-2,"6-エトキシ-1,2-ジヒドロ-2,2,4-トリメチルキノリン（別名：エトキシキン）","6-Ethoxy-1,2-dihydro-2,2,4-trimethylquinoline; Ethoxyquin",prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
155569-91-8,エマメクチン安息香酸塩,Emamectin benzoate,prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
98-88-4,塩化ベンゾイル,Benzoyl chloride,prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
111-65-9,n-オクタン,n-Octane,prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
112-03-8,トリメチル(オクタデカン-1-イル)アンモニウム=クロリド,Trimethyl(octadecan-1-yl)ammonium chloride,prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
999-81-5,2-クロルエチルトリメチルアンモニウムクロリド,(2-Chloroethyl)trimethylammonium chloride,prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
542-18-7,クロロシクロヘキサン,Chlorocyclohexane,prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
116714-46-6,"(RS)-1-［3-クロロ-4-(1, 1,2-トリフルオロ-2-トリフルオロメトキシエトキシ)フェニル］-3-(2, 6-ジフルオロベンゾイル)ウレア (別名ノバルロン)","(RS)-1-[3-Chloro-4-(1,1,2-trifluoro-2-trifluoromethoxyethoxy)phenyl]-3-(2,6-difluorobenzoyl)urea [novaluron]",prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
95-49-8,o-クロロトルエン,o-Chlorotoluene,prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
106-43-4,4-クロロトルエン,4-chlorotoluene,prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
133220-30-1,"(RS) -2-［2- (3-クロロフェニル) -2,3-エポキシプロピル］-2-エチルインダン-1,3-ジオン (別名：インダノファン)","(RS)-2-[2-(3-Chlorophenyl)-2,3-epoxypropyl]-2-ethylindane-1,3-dione [indanofan]",prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
78587-05-0,"（4RS,5RS）‐5‐（4‐クロロフェニル）‐N‐シクロヘキシル‐4‐メチル‐2‐オキソ‐1,3‐チアゾリジン‐3‐カルボキサミド（別名ヘキシチアゾクス）",hexythiazox; trans-5-(4-chlorophenyl)-N-cyclohexyl-4-methyl-2-oxo-3-thiazolidine-carboxamide,prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
88671-89-0,"2‐（4‐クロロフェニル）‐2‐（1H‐1,2,4‐トリアゾール‐1‐イルメチル）ヘキサンニトリル（別名ミクロブタニル）","myclobutanil; 2-(4-chlorophenyl)-2-(1H-1,2,4-triazol-1-ylmethyl)hexanenitrile",prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
114369-43-6,"（RS）‐4‐（4‐クロロフェニル）‐2‐フェニル‐2‐（1H‐1,2,4‐トリアゾール‐1‐イルメチル）ブチロニトリル（別名フェンブコナゾール）","4-(4-chlorophenyl)-2-phenyl-2-[(1H-1,2,4-triazol-1-yl)methyl]butanenitrile",prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
131-57-7,（2-ヒドロキシ-4-メトキシフェニル）（フェニル）メタノン,(2-Hydroxy-4-methoxyphenyl)(phenyl)methanone,prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
688046-61-9,（５－クロロ－２－メトキシ－４－メチルピリジン－３－イル）（２，３，４－トリメトキシ－６－メチルフェニル）メタノン（別名：ピリオフェノン）,"(5-Chloro-2-methoxy-4-methylpyridin-3-yl)(2,3,4-trimethoxy-6-methylphenyl)methanone; Pyriofenone",prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
140-11-4,酢酸ベンジル,Benzyl acetate,prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
420-04-2,シアナミド,Cyanamide,prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
139920-32-4,"(RS) -2-シアノ-N-［ (R) -1- (2,4-ジクロロフェニル) エチル］-3,3-ジメチルブチラミド (別名：ジクロシメット)","(RS)-2-Cyano-N-[(R)-1-(2,4-dichlorophenyl)ethyl]-3,3-dimethylbutyramide [diclocymet]",prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
102851-06-9,"α-シアノ-3-フェノキシベンジル=N-（2-クロロ-α,α,α-トリフルオロ-p-トリル）-D-バリナート (別名：フルバリネート）","Alpha-cyano-3-phenoxybenzyl N-(2-chloro-alpha,alpha,alpha-trifluoro-p-tolyl)-D-valinate; Fluvalinate",prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
52315-07-8,"α-シアノ-3-フェノキシベンジル=3-（2,2-ジクロロビニル）-2,2-ジメチルシクロプロパンカルボキシラート（別名：シペルメトリン）※シペルメトリン（alpha-シペルメトリン及びzeta-シペルメトリンを含む）","alpha-Cyano-3-phenoxybenzyl 3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropanecarboxylate (synonym: Cypermethrin) *Including alpha-Cypermethrin and zeta-Cypermethrin",prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
66841-25-6,トラロメトリン,"alpha-cyano-3-phenoxybenzyl 2,2-dimethyl-3-(1,2,2,2-tetrabromoethyl)cyclopropanecarboxylate",prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
39515-41-8,"（RS）‐アルファ‐シアノ‐3‐フェノキシベンジル＝2,2,3,3‐テトラメチルシクロプロパンカルボキシラート（別名フェンプロパトリン）","alpha-cyano-3-phenoxybenzyl 2,2,3,3-tetramethylcyclopropanecarboxylate; fenpropathrin",prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
68359-37-5,"（RS）‐アルファ‐シアノ‐4‐フルオロ‐3‐フェノキシベンジル＝（1RS）‐シス‐トランス‐3‐（2,2‐ジクロロビニル）‐2,2‐ジメチルシクロプロパンカルボキシラート（別名シフルトリン）","alpha-cyano-4-fluoro-3-phenoxybenzyl-3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropanecarboxylate; cyfluthrin",prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
136849-15-5,１－［２－（シクロプロピルカルボニル）アニリノスルホニル］－３－（４，６－ジメトキシピリミジン－２－イル）尿素（別名；シクロスルファムロン）,"N-{{[2-(Cyclopropylcarbonyl)phenyl]amino}sulfonyl}-N'-(4,6-dimethoxy-2-pyrimidinyl)urea; Cyclosulfamuron",prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
133-07-3,N‐（トリクロロメチルチオ）フタルイミド（別名ホルペット）,folpet (ISO); N-(trichloromethylthio)phthalimide,prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
17796-82-6,N-（シクロヘキシルチオ）フタルイミド,N-(Cyclohexan-1-ylsulfanyl)phthalimide,prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
83121-18-0,"1-（3,5-ジクロロ-2,4-ジフルオロフェニル）-3-（2,6-ジフルオロベンゾイル）尿素","1-(3,5-dichloro-2,4-difluorophenyl)-3-(2,6-difluorobenzoyl)urea",prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
126833-17-8,"N‐（2,3‐ジクロロ‐4‐ヒドロキシフェニル）‐1‐メチルシクロヘキサンカルボキサミド（別名フェンヘキサミド）","fenhexamid; N-(2,3-dichlor-4-hydroxyphenyl)-1-methylcyclohexancarboxamid",prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
112281-77-3,"（RS）‐2‐（2,4‐ジクロロフェニル）‐3‐（1H‐1,2,4‐トリアゾール‐1‐イル）プロピル＝1,1,2,2‐テトラフルオロエチル＝エーテル（別名テトラコナゾール）","(+/-) 2-(2,4-dichlorophenyl)-3-(1H-1,2,4-triazol-1-yl)propyl-1,1,2,2-tetrafluoroethylether",prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
103055-07-8,"（RS）‐1‐［2,5‐ジクロロ‐4‐（1,1,2,3,3,3‐ヘキサフルオロプロポキシ）フェニル］‐3‐（2,6‐ジフルオロベンゾイル）ウレア（別名ルフェヌロン）","N-[2,5-dichloro-4-(1,1,2,3,3,3-hexafluoropropoxy)-phenyl-aminocarbonyl]-2,6-difluorobenzamide",prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
298-04-4,"ジチオリン酸O,O-ジエチル-S-(2-エチルチオエチル) (別名：ジスルホトン)","O,O-Diethyl-S-(2-ethylthioethyl) dithiophosphate [Disulfoton]",prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
101-84-8,ジフェニルエーテル,Diphenyl ether,prtr2,0,化管法 第二種指定化学物質,False,False,False,False,,,化管法施行令 412CO0000000138 別表第二,,,,5,False
